gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
entailment,그 여자한테 정맥주사용 에토미데이트 20mg이랑 정맥주사용 수시닐콜린 150mg이 투여되었수다.,환자한테 전신마취제가 투여되었수다.,,
contradiction,그 여자한테는 정맥주사용 에토미데이트 20mg이랑 정맥주사용 수시닐콜린 150mg이 투여되었수다.,그 시술은 국소 마취로 했수다.,,
neutral,그 여자한테는 정맥주사용 에토미데이트 20mg이랑 정맥주사용 수시닐콜린 150mg이 투여되었수다.,환자가 선택적 수술을 받고 있수다.,,
entailment,"그 남자는 3분 정도 운동했고, 왼쪽 번들파 차단 땜에 진단이 안 되는 광범위한 ST-T 파 이상을 보였수다.",그 남자는 심전도 이상을 보이고 있수다.,,
contradiction,"그 남자는 3분 정도 운동한 후에, 왼쪽 번들파차단 땜에 진단이 안 되는 광범위한 ST-T 파 이상을 보였수다.",심전도는 정상이었수다.,,
neutral,"그 남자는 3분 정도 운동했고, 왼쪽 번들파차단 땜에 진단이 안 되는 확산성 ST-T파 이상을 보였수다.",그 남자는 관상동맥 질환 병력이 있수다.,,
entailment,오전 11시 반에 스트로크 코드가 호출되었수다.,환자가 뇌졸중을 겪었수다.,,
contradiction,오전 11시 반에 스트로크 코드가 호출되었수다.,환자는 뇌혈관 사고 징후나 증상이 하나도 어서수다.,,
neutral,오전 11시 반에 스트로크 코드가 호출되었수다.,환자는 심방세동을 앓고 있수다.,,
entailment,"그 남자는 정신이 멀쩡했고, 시설 안에서 어룡 거 없이 잘도 걸어 댕겼수다.",환자가 걷고 있수다.,,
contradiction,"그 남자는 정신이 아주 또렷했고, 시설 안에서 어룡 거 없이 잘 걸었수다.",환자는 걷는 게 어러웠수다.,,
neutral,"게는 정신이 또랑또랑했고, 시설 안에서 헤프지 않게 걸어댕길 수 있었수다.",환자는 치매우다.,,
entailment,"비교대조제 안 쓴 두부 CT에서 큰 동맥류가 발견됐고, 그 후에 MRA에서 그걸 확인했수다.",두부 CT허고 MRA 결과가 정상이 아니었수다.,,
contradiction,"큰 동맥류가 조영제 안 쓴 두부 CT에서 보였고, 그 후에 MRA에서 확인됐수다.",두부 CT허고 MRA는 특별한 건 없었수다.,,
neutral,"조영제 안 쓴 두부 CT에서 큰 동맥류가 발견됐고, 그 후에 MRA에서 그걸 확인했수다.",환자는 경끼허고 머리 아팠던 적이 있수다.,,
entailment,"게는 또 [**10-17**]에 식도위장관내시경을 받았는데, 그 결과로 게 식도 아래 1/3 부분에 궤양이 있고 십이지장염도 있다고 나왔수다.",환자는 위식도역류질환(GERD)이 있수다.,,
contradiction,"게는 또 [**10-17**]에 식도위장관경검사를 받았는데, 그 결과로 게 식도 아래 1/3 부분에 궤양이 있고, 십이지장염도 같이 있는 걸로 확인됐수다.",환자 위내시경 결과는 괜찮수다.,,
neutral,"게는 또 [**10-17**]에 식도위장관경검사를 받았는데, 그 결과로 게 식도 아래 1/3 부분에 궤양이 있고, 거기에 십이지장염도 있다고 나왔수다.",환자는 식도암에 걸렸수다.,,
entailment,"게는 이식 수술 받기 괜찮은 사람이라 판단됐고, 게 여동생한티 신장을 받을 겁주.",환자는 신부전증에 걸렸수다.,,
contradiction,"게는 이식 수술 받기 괜찮은 사람이라 판단됐고, 게 여동생한티 신장을 받을 겁주.",환자 신장 기능은 괜찮수다.,,
neutral,"게는 이식 수술 받기 괜찮은 사람이라 판단됐고, 누이한티 신장을 받을 겁주.",환자는 당뇨가 있수다.,,
entailment,게는 발표하는 날까지 경끼를 안 했수다.,환자가 경끼를 했수다.,,
contradiction,게는 발표하는 날까지 그 후로 경끼를 안 했수다.,환자는 경끼했던 적이 없수다.,,
neutral,게는 발표하는 날까지 경끼를 안 했수다.,환자는 케프라 약 먹고 있수다.,,
entailment,게는 NB/NB 토를 세 번 했수다.,게는 토했수다.,,
contradiction,게는 NB/NB 토를 세 번 했수다.,요새 토하거나 속 울렁거리는 건 없수다.,,
neutral,게는 NB/NB 토를 세 번 했수다.,게는 배 아팠수다.,,
entailment,애 낳는 건 피토신으로 유도했수다.,환자는 유도분만했수다.,,
contradiction,애 낳는 건 Pitocin으로 유도했수다.,환자는 자연분만했수다.,,
neutral,애 낳는 건 Pitocin으로 유도했수다.,환자는 임신 기간이 길었수다.,,
entailment,- 다기형 교모세포종(WHO IV) 수술 후에([**3206-7-20**]) 항암방사선 치료(끝난 날: [**3206-9-28**]) - 복합 부분 경끼 - 편두통 - 고혈압,환자는 암에 걸렸수다.,,
contradiction,- 다기형 교모세포종 (WHO IV) 수술 ㅎㆍㄴ 후 ([**3206-7-20**]) 허고 화학방사선 치료 (끝난 날: [**3206-9-28**]). - 복합 부분 발작 - 편두통 - 고혈압,환자는 수술을 안 받았수다.,,
neutral,- 다형성 교모세포종 (WHO IV) 수술 ㅎㆍㄴ 후 ([**3206-7-20**]) 허고 항암방사선 치료 (끝난 날: [**3206-9-28**]) - 복합 부분 발작 - 편두통 - 고혈압,환자 예후가 비정상적입주.,,
entailment,"심전도 결과, 부정맥 없는 신호빠른맥이 보였고, 급성 ST/ T파 역전은 없수다.",환자는 심장이 빨리 뛰어서 고생ㅎㆍ고 있수다.,,
contradiction,"심전도 결과로 신스 타키카디아를 보이고, 급성 ST/ TWI는 없수다.",환자 혈압은 정상이우다.,,
neutral,"심전도 결과 신호성 빠른 심장박동을 보이고, 급성 ST/ T파 역전은 없수다.",환자는 저혈압이우다.,,
entailment,뚜렷하게 남은 증상은 없수다.,환자는 증상이 나타나고 있수다.,,
contradiction,뚜렷하게 남은 증상은 없수다.,환자는 배가 많이 아파서 고생ㅎㆍ고 있수다.,,
neutral,뚜렷하게 남은 증상 없음.,환자가 뇌졸중을 겪었수다.,,
entailment,"그 사람은 체온을 올리고, 말리고, 자극했수다.",환자는 체온을 올렸수다.,,
contradiction,"그 사람은 체온을 올리고, 말리면서, 자극 받았수다.",환자가 체온을 내리는 조치를 받았수다.,,
neutral,"그 사람은 체온을 올리고, 말리고, 자극했수다.",환자 의식이 흐려졌수다.,,
entailment,"그 여자는 구아이악 양성인 연갈색 똥을 눴고, G-튜브에서는 녹색 분비물이 나왔수다.",환자는 위장관 출혈 소견이 있수다.,,
contradiction,그 여자는 구아이악 양성인 연갈색 똥허고 G-튜브에서 나오는 녹색 분비물이 보였수다.,환자는 위장 출혈이 없수다.,,
neutral,"그 여자는 구아이악 양성인 연갈색 똥을 눴고, G-튜브에서는 녹색 분비물이 나왔수다.",환자는 G-튜브 자리에서 피가 나고 있수다.,,
entailment,"그 사람은 아미오다론 150mg을 맞고, 충격을 한 번 받았고, 심장이 멎은 후 1분 안에 맥박이 돌아왔수다.",환자는 예전에 심장마비를 겪은 적이 있수다.,,
contradiction,"그 사람은 아미오다론 150mg을 맞고, 심장 충격을 한 번 받았고, 심장이 멎은 후 1분 안에 맥박이 돌아왔수다.",환자는 심폐소생술을 받은 적이 없수다.,,
neutral,"그 사람은 아미오다론 150mg을 맞고, 충격을 한 번 받았고, 심장이 멎은 후 1분 안에 맥박이 돌아왔수다.",환자는 허혈증을 앓고 있수다.,,
entailment,"삼킴장애허고 [** 위치 **] 위장관 피스토미 튜브가 있었주만, 요즘 ㅎㆍㄴ 삼킴 검사 결과가 좋게 나와서 지금은 부드러운 음식을 먹고 있수다.",환자는 음식을 잘 못 삼기고 있수다.,,
contradiction,"삼킴장애허고 [** 위치 **] 위장관 절개관이 있었주만, 요즘 ㅎㆍㄴ 삼킴 검사 결과가 좋게 나와서 지금은 무른 음식을 먹고 있수다.",환자 삼킴 반응은 정상이우다.,,
neutral,"삼킴장애허고 [** 위치 **] 위장관 튜브가 있었주만, 요즘 ㅎㆍㄴ 삼킴 검사 결과가 좋다고 생각돼서 지금은 무른 음식을 먹고 있수다.",환자가 사레들리고 있었수다.,,
entailment,"[**3350-5-12**]에 헨 심장 카테터 검사에서 고립된 트로포닌 누출이 확인됐수다. 그 때, 심박출률은 60%, 심장 박막 운동 부전, 좌심실 종말 이완기 압력은 14로 나왔수다. 오른쪽 관상동맥에서는 확산성 질환을 보였고, 이 좌측 우세 체계에서의 좌측 관상동맥은 근위부에서 80%, 중간 좌측 전방 하강동맥에서 60%, 원위부에서는 90% 병변을 보였수다.",환자는 다중혈관 관상동맥 질환이 있수다.,,
contradiction,"[**3350-5-12**]에 헨 심장 카테터 검사에서 고립된 트로포닌 누출을 확인했고, 심박출률은 60%, 심장 박막 움직임이 어신 상태, 왼쪽심실 종말 이완기 압력은 14, 오른쪽 관상동맥에서는 확산성 질환을 보였수다. 이 왼쪽 우세형 시스템에서 왼쪽 관상동맥은 근위부에서 80%, 중간 왼쪽 전방하강동맥에서 60%, 원위부에서 90% 병변을 보였수다.",환자 관상동맥은 정상입주.,,
neutral,"[**3350-5-12**]에 헨 심장 카테터화는 고립된 트로포닌 누출을 위해 수행됐고, 그 때 심박출률은 60%, 심장 박막 움직임이 어신 상태(apical akinesis), 좌심실 종말 이완기 압력은 14였수다. 우측 관상동맥은 전반적으로 질환이 나왔고, 이 좌측 우세 체계에서의 좌측 관상동맥은 근위부에서 80%, 중간 좌측 전방하강동맥에서 60%, 원위부에서 90% 병변을 보였수다.",스텐트가 삽입됐수다.,,
entailment,"(기준선 1.1), BNP [**숫자 식별자 23983**]허고 트로포닌 수치 .44 올랐음(새로운 아트리얼 세동허고 급성 신부전증 상황에서).",환자는 비정상적인 심장 효소가 있수다.,,
contradiction,"(기준선 1.1), BNP [**숫자 식별자 23983**]허고 트로포닌 .44 올랐음(새로운 아트리얼 세동허고 급성 신부전증 맥락에서).",환자 심장 관련 검사 결과는 정상입주.,,
neutral,"(기준선 1.1), BNP [**숫자 식별자 23983**]허고 트로포닌 상승 .44(새로운 심방세동허고 급성 신부전증 상황에서).",환자는 수요성 허혈을 앓고 있수다.,,
entailment,외과 클립이 원격 시그모이드 대장에 똑똑히 보입주.,예전에 시그모이드 대장에 시술이 진행됐수다.,,
contradiction,외과 클립이 원격 시그모이드 대장에 똑똑히 보입주.,배에 예전 수술이나 시술이 어서수다.,,
neutral,외과용 클립이 원격 시그모이드 대장에 똑똑히 보입주.,환자는 배 아팠던 적이 있수다.,,
entailment,"(젖산은 겨우 1.3이고, 환자는 열나는 증상이 어수다).",체온은 정상 범위 안에 있었수다.,,
contradiction,"(젖산은 겨우 1.3이고, 환자는 열이 어수다).",오른 체온,,
neutral,"(젖산은 겨우 1.3이고, 환자는 열이 어수다).",환자 건강 상태는 좋수다.,,
entailment,"그 사람 초기 혈압이 190/110이여서, 정맥주사용 라베탈롤허고 잦은 신경학적 검사를 위해 중환자실에 입원됐수다.",그 사람 혈압이 높았수다.,,
contradiction,"그 사람 초기 혈압이 190/110이여서, 정맥주사로 라베탈롤 맞고 자주 신경학적 검사 받으려고 중환자실에 입원했수다.",그 사람은 저혈압이었수다.,,
neutral,"그 사람 초기 혈압이 190/110이여서, 정맥주사용 라베탈롤 투여허고 잦은 신경학적 검사를 위해 중환자실에 입원하게 됐수다.",그 사람은 머리 아프다고 햄수다.,,
entailment,"어멍은 입원해서 마그네슘 맞기 시작했고, 그 결과로 자궁 수축이 줄어들었수다.",환자가 애기 낳는 중입주.,,
contradiction,"어멍은 입원해서 마그네슘 맞기 시작했고, 그 결과로 자궁 수축이 줄어들었수다.",환자는 아무 증상도 어수다.,,
neutral,"어멍은 입원해서 마그네슘 맞기 시작했고, 그 결과로 수축이 줄어들었수다.",환자는 자간증을 앓고 있수다.,,
entailment,그 사람 수술 전 검사에서 간암 전이증을 보여주는 증거는 발견 안 됐수다.,그 사람은 간암 치료하려고 수술 받았수다.,,
contradiction,그 사람 수술 전 검사에서는 간암으로부터 온 전이증을 보여주는 증거가 발견 안 됐수다.,환자 암이 전이됐수다.,,
neutral,그 사름 수술 전 검사에선 그 사름 간암에신 전이증을 보여주는 증거가 발견 안 됐수다.,술 남용헌 과거력,,
entailment,"애기는 점점 복수가 풀어지고, 중뇌동맥 혈류가 좋아지는 거이 확인됐수다.",애기는 태아성 수종하고 똑같은 소견을 보이고 있수다.,,
contradiction,"애기는 점점 복수가 풀어지고, 중뇌동맥 혈류가 좋아진 거이 확인됐수다.",애기는 비정상적인 복막액이 없었수다.,,
neutral,"애기는 점점 복수가 풀어지고, 중뇌동맥 혈류가 좋아지는 거이 확인됐수다.",애기가 심부전에 걸렸수다.,,
entailment,"마그네슘 황산염이 중단됐고, 어멍헌테는 추가 출혈하고 태반조기박리에 대한 걱정이 있었수다.",애기 밴 거이 피 나는 것 땜에 복잡해졌수다.,,
contradiction,"마그네슘 황산염이 중단됐고, 어멍은 추가 출혈하고 태반조기박리에 대한 걱정이 있었수다.",애기 배고 낳는 건 복잡하지 안했수다.,,
neutral,"마그네슘 황산염이 중단됐고, 어멍헌테는 추가 출혈이 생겼고 태반조기박리에 대한 걱정이 있었수다.",어멍은 요새 벳디 다쳤수다.,,
entailment,"CHF 심근병증, 심방세동, 관상동맥질환, 심근경색 후 [**3441**], 뇌졸중 [**3471**], 갑상선종 (Dr. [**Last Name (STitle) 6839**]), 철결핍성 빈혈, 대상포진 후 신경통, 디버티큘라증, 골의 페이지트병, 만성 부비동염, 위장관 출혈 [**3460**] + 헬리코박터 피로리균 감염",환자는 여러 만성 질환이 있수다.,,
contradiction,"CHF 심근병증, 심방세동, 관상동맥질환, 심근경색 후 [**3441**], 뇌졸중 [**3471**], 갑상선종 (Dr. [**Last Name (STitle) 6839**]), 철결핍성 빈혈, 대상포진 후 신경통, 디버티큘라증, 뼈의 페이지트병, 만성 부비동염, 위장관 출혈 [**3460**] + 헬리코박터 피로리균 감염",환자는 지난 병력이 없수다.,,
neutral,"CHF 심근병증, 심방세동, 관상동맥질환, 심근경색 후 [**3441**], 뇌졸중 [**3471**], 갑상선비대증 (Dr. [**Last Name (STitle) 6839**]), 철결핍성 빈혈, 대상포진 후 신경통, 대장 디버티큘로스증, 뼈의 페이지트병, 만성 부비동염, 위장관출혈 [**3460**] + 헬리코박터 피로리균 감염",환자는 나이가 많수다.,,
entailment,"그 사름은 [**Hospital3 4254**] [**12-19**]에 입원하기 전에 비뇨기과 전문의를 찾아갔고, Foley 삽입 후 오줌에신 똥 성분이 나왔수다.",그 사름은 비정상적인 오줌 검사 결과가 있었수다.,,
contradiction,"그 사름은 [**Hospital3 4254**] [**12-19**]에 입원하기 전에 비뇨기과 의사를 만났고, 폴리 카테터 넣은 후에 그 사름 오줌에신 똥 성분이 나왔수다.",그 사름 오줌은 정상으로 보였수다.,,
neutral,"그 사름은 [**Hospital3 4254**] [**12-19**]에 입원하기 전에 비뇨기과 전문의를 찾아갔고, 풀리 카테터 넣은 후에 그 사름 오줌에신 똥 같은 거이 나왔수다.",그 사름은 요새 수술 받았수다.,,
entailment,"그 여자는 결국 심낭 삼출, 심낭 탐폰, 쬐끔 흉막 삼출, 관절 삼출하고 같이 부어있는 무릎, 그리고 관절 아픈 거 포함해서 여러 문제가 있는 걸로 밝혀졌수다.",그 여자 가슴 X-선 검사 결과가 비정상적이우다.,,
contradiction,"그 여자는 결국 심낭 삼출, 심낭 압박, 쬐끔 흉막 삼출, 관절 삼출하고 같이 부어 있는 무릎, 그리고 관절 아픈 거 포함해서 여러 문제가 있는 걸로 판명됐수다.",그 여자는 심장이나 폐에 관련한 병력이 없수다.,,
neutral,"그 여자는 결국 심낭 삼출, 심낭 압박, 쬐끔 흉막 삼출, 관절 삼출하고 같이 부어 있는 무릎, 그리고 관절 아픈 거 포함해서 여러 문제가 있는 걸로 밝혀졌수다.",그 여자는 관절염을 앓고 있수다.,,
entailment,그 여자는 전날에 한 번 토허고 속 울렁거리는 증상이 있었수다.,그 여자는 요새 토했수다.,,
contradiction,그 여자는 PTA 그날에 한 번 토허고 속 울렁거리는 증상이 있었수다.,그 여자는 요새 토헌 적 없다고 헙네다.,,
neutral,그 여자는 PTA 그날에 한 번 토허고 속 울렁거리는 증상이 있었수다.,그 여자는 기운 빠진다고 헙네다.,,
entailment,"지난 의료 이력: [**09**]년 전에 생긴 관상동맥 질환으로 심근경색 후 상태, 혈관성형술 후 상태.",심장 발작 있었던 과거력,,
contradiction,"지난 병력: [**09**]년 전에 생긴 관상동맥 질환으로 심근경색 앓은 후 상태, 혈관성형술 한 후 상태라.",심장병 앓았던 적 어수다.,,
neutral,"지난 병력: [**09**]년 전에 심근경색 앓은 담에 관상동맥 질환, 혈관성형술 한 담 상태라.",고지혈증 앓았던 적 이섬.,,
entailment,"심전도 결과 V4-V6에서 ST 내려간 게 보였주만, [**4-15**]에 찍었던 전 심전도에서도 똑같이 나왔수다(실제 심전도는 구하지 못했수다).",환자 심전도 결과가 정상이 아니우다.,,
contradiction,"심전도 결과 V4-V6에서 ST 내려간 게 보였주만, [**4-15**]에 찍었던 전 심전도도 똑같이 판단했수다 (실제 심전도는 구하지 못했수다).",환자 심전도 결과는 정상이라.,,
neutral,"심전도 결과 V4-V6에서 ST 내려간 게 보였주만, [**4-15**]에 찍었던 전 심전도에서도 똑같이 판단되었수다 (실제 심전도는 구하지 못했수다).",환자가 심근경색 앓고 이수다.,,
entailment,"배는 부드럽고, 눌러도 아프지 안하고, 붓지 안했수다.",배 검사헤 보난 특별한 건 어서수다.,,
contradiction,"배는 부드럽고, 눌러도 아프지 안하고, 붓지 안했수다.",배를 만져 보난 아파했수다.,,
neutral,"배는 부드럽고, 눌러도 아프지 안하고, 붓지 안했수다.",환자는 왼쪽 아랫배가 아프우다.,,
entailment,"지금, 환자 폐렴 상태가 많이 좋아져서, 오랜 시간 숨길 관리하려고 병원에 와수다.",환자가 감염되었수다.,,
contradiction,"지금, 환자 폐렴 상태는 많이 좋아져서, 오랜 시간 숨길 관리하려고 병원에 와수다.",환자 가슴 엑스레이 찍어본 결과는 정상이라.,,
neutral,"지금 환자 폐렴 상태는 많이 좋아져서, 오랜 시간 호흡기 관리하려고 병원에 와수다.",환자가 숨 쉬는 걸 힘들어하고 이수다.,,
entailment,"왼쪽 공통 경동맥이 100% 막혔고, 오른쪽 내경동맥은 90% 넘게 막혔수다.",환자는 경동맥 협착증이 이수다.,,
contradiction,"왼쪽 공통 경동맥이 100% 막혔고, 오른쪽 내경동맥은 90% 넘게 막혔수다.",환자 경동맥은 정상이라.,,
neutral,"왼쪽 공통 경동맥이 100% 막혔고, 오른쪽 내경동맥은 90% 넘게 막혔수다.",환자는 뇌졸중 앓았던 적이 이수다.,,
entailment,"퇴원 전에 한 자기공명혈관조영술(MRA) 결과, T3-4 부위에서 관절면하고 오른쪽 허리근에 붙어있는 단독 및 재구성된 척추 근육이 늘어난 게 보였수다.",환자는 등뼈에 퇴행성 변화가 보이고 이수다.,,
contradiction,"퇴원 전에 한 자기공명혈관조영술(MRA) 결과, T3-4 있는데서 관절면하고 오른쪽 허리근육 앞에 붙어있는 단독 및 재조정된 척추 근육이 늘어난 게 나타나수다.",환자 등뼈는 정상이라.,,
neutral,"퇴원 전에 한 자기공명혈관조영술(MRA) 결과, T3-4 부위에서 붙어있는 관절면하고 오른쪽 횡행근 안에 있는 단독 및 재조정 척추 근육의 ........이 늘어난 걸 보였수다.",환자가 허리 아프다 합주.,,
entailment,"환자 심부전증이 나아진 담에, 그 사람은 [**Hospital1 47**]로 옮겨져서 더 치료를 받아수다.",환자 산소포화도가 낮으우다.,,
contradiction,"환자 심부전증이 나아진 담에, 그 사람은 [**Hospital1 47**]로 옮겨져서 더 치료를 받아수다.",환자 심박출량은 정상이라.,,
neutral,"환자 심부전증이 나아진 담에, 그 사람은 [**Hospital1 47**]로 옮겨져서 더 치료를 받아수다.",환자는 가슴 엑스레이에 부종이 나타나수다.,,
entailment,"환자는 아픈 거 땜에 점점 숨쉬기가 힘들어지고 이신디, 이건 만성폐쇄성폐질환(COPD)이 나빠지는 거하고는 맞지 않수다.",환자는 만성폐쇄성폐질환(COPD)을 앓은 적이 있수다.,,
contradiction,"환자는 아픈 거 땜에 점점 숨쉬기가 힘들어지고 이신디, 이건 만성폐쇄성폐질환(COPD)이 나빠지는 거하고는 맞지 않수다.",환자으 ROS(Review of Systems) 결과는 특별한 게 없수다.,,
neutral,"환자는 아픈 거 땜에 점점 숨쉬기가 힘들어지고 이신디, 이건 만성폐쇄성폐질환(COPD)이 나빠지는 거하고는 맞지 않수다.",환자한테서 ST 상승이 보였수다.,,
entailment,"""알츠하이머 치매 '미니 뇌졸중'""",환자는 치매를 앓고 있수다.,,
contradiction,"""알츠하이머 치매 '미니 뇌졸중'""",환자으 정신 상태는 멀쩡홉니다.,,
neutral,"""알츠하이머 치매 '미니 뇌졸중'""",환자는 돌봄이 필요한 환경에서 살고 있수다.,,
entailment,"애기는 [**3-26**]하고 17일에 심장 초음파 검사를 해신디, 이 검사 결과에서 돌출동맥 동맥관이나 돌출동맥 구멍이 보이지 않았고, 심방 기능이 좋은 걸로 확인되었수다.","심장 초음파 검사 결과, 심방 기능이 좋은 걸로 확인되었수다.",,
contradiction,"애기는 [**3-26**]하고 17일에 심장 초음파 검사를 해신디, 이 검사에서 동맥관 개방증이나 심방중격결손증은 보이지 않았고 심방 기능이 좋은 걸로 확인했수다.","에코검사 결과, 동맥관 개방증이 확인되었수다.",,
neutral,"애기는 [**3-26**]하고 17일에 심장 초음파 검사를 해신디, 이 검사에서 동맥관 개방증이나 동맥원개구 개방증은 없고 심방 기능이 좋은 걸로 확인되었수다.",이 애기는 태어날 때부터 이상은 없수다.,,
entailment,(2) 간세포성 담석증하고 같이 온 유두부으 만성 염증과 괴사.,환자는 간 생검을 했수다.,,
contradiction,(2) 간세포성 담석증하고 같이 생긴 유낭성 만성 염증과 괴사.,간 생검 정상 소견.,,
neutral,(2) 간세포성 담석증하고 같이 생긴 유두상 만성 염증 및 괴사.,환자는 간경변증이 있수다.,,
entailment,"[**Hospital1 18**]에서 그 여자 생체 신호는 체온 97.3, 심박수 90, 혈압 99/49, 호흡수 24, 산소포화도 95% NRB였수다.",환자가 숨을 빨리 쉬고 있수다.,,
contradiction,"[**Hospital1 18**]에서 그 여자 생체 신호는 체온 97.3, 심박수 90, 혈압 99/49, 호흡수 24, 산소 포화도 95% NRB로 나왔수다.",환자으 숨 쉬는 속도는 괜찮수다.,,
neutral,"[**Hospital1 18**]에서 그 여자 생체 신호는 체온 97.3, 심박수 90, 혈압 99/49, 호흡수 24, 산소포화도 95% NRB였수다.",환자가 숨쉬기 힘들어홉니다.,,
entailment,"산부인과 이력: 임신 5번, 출산 1-0-4-1.",환자는 유산한 적이 있수다.,,
contradiction,"산부인과력: 임신 5번, 출산 1-0-4-1.",환자는 조산한 적이 있수다.,,
neutral,"산부인과력: G5, P1-0-4-1.",환자으 자발적 낙태.,,
entailment,여러 번 상담이 있었수다.,환자는 여러 전문의한테 가 본 적이 있수다.,,
contradiction,여러 번 상담이 있었수다.,환자는 어떤 의료적인 불만도 말하지 않았수다.,,
neutral,여럿 상담이 진행되엇수다.,환자는 여러 질환을 가지고 잇수다.,,
entailment,그 여자네 혈장비중은 안정화되엇고 피 나는 건 대부분 해결되엇수다.,환자네 혈액학적 지표인 헤마토크릿 수치가 줄어들고 잇엇수다.,,
contradiction,그 여자네 혈장비중이 안정되엇고 피 나는 건 대부분 해결되엇수다.,환자네 혈액용적률이 올라갓수다.,,
neutral,그 여자네 혈액 용적률은 안정화되엇고 피 나는 건 대부분 해결되엇수다.,환자는 출혈 장애를 가지고 잇수다.,,
entailment,"시술 바로 뒤에, 환자네 산소포화도는 66%로 떨어졋주만, 비재순환 마스크를 써서 100% FIO2의 90% 수준으로 올라갓수다.",환자는 더 산소 공급이 필요햇수다.,,
contradiction,"시술 바로 뒤에, 환자네 산소포화도는 66%로 떨어졋주만, 비재술용 마스크를 써서 100% FIO2의 90% 수준으로 올라갓수다.",환자네 폐 기능은 정상임수다.,,
neutral,"시술 바로 뒤에, 환자네 산소 포화도는 66%로 떨어졋다가 비재술용 마스크를 써서 100% FIO2의 90%로 올라갓수다.",환자는 만성폐쇄성폐질환(COPD)을 앓고 잇수다.,,
entailment,선택적 왼짝 내경동맥 카테터 삽입.,관상동맥을 분석하는 절차.,,
contradiction,선택적 왼짝 내경동맥 카테터 삽입.,비침습적 검사.,,
neutral,선택적 왼짝 내경동맥 카테터화.,이 연구는 맨날 관상동맥 질환 잇는지 없는지를 보여줌수다.,,
entailment,"79살 남자 환자는 [**국가 **] 출신이고 고혈압, 당뇨병, 고지혈증, 중등도의 대동맥류와 대동맥판막 역류증을 가지고 잇수다. 그 사람은 가래하고 숨찬 증상으로 병원에 왓수다.",환자는 전에 앓앗던 중요한 병이 잇수다.,,
contradiction,"79살 남자 환자는 [**국가 **]에서 왓고 고혈압, 당뇨병, 고지혈증, 중등도의 대동맥류와 대동맥판막 역류증을 가지고 잇수다. 기침허고 가래, 그리고 숨쉬기 힘든 증상을 보이고 잇수다.",환자는 아무 의료상 질환도 엇수다.,,
neutral,"79살 남자 환자인데 [**국가 **] 출신이고 고혈압, 당뇨병, 고지혈증, 중등도의 대동맥류와 대동맥 판막 역류 증상이 잇수다. 기침허고 가래, 그리고 숨쉬기 힘들다고 허멍 병원에 왓수다.",환자는 긍정적인 사회력을 가지고 잇수다.,,
entailment,"심방세동, 만성인지 발작성인지는 알 수가 없음.",환자는 심방세동을 앓고 잇수다.,,
contradiction,"심방세동, 만성인지 발작성인지는 알 수가 없음.",환자네 심장 리듬은 정상임수다.,,
neutral,"심방세동, 만성인지 발작성인지는 알 수가 없음.",환자는 항응고 치료를 받고 잇수다.,,
entailment,"두 번째 입원햇을 때, 그 사람은 가끔씩 생기는 왼짝 팔에 찌르는 듯한 아픔, 오른짝 눈 흐려지는 거, 그리고 집에서 넘어진 거를 호소햇수다.",환자는 가끔씩 팔 아픈 걸 겪고 잇수다.,,
contradiction,"두 번째 입원햇을 때에, 그 사람은 가끔씩 생기는 왼짝 팔에 찌르는 듯한 아픔, 오른짝 눈 흐려지는 거, 그리고 집에서 넘어진 거를 호소햇수다.",환자는 불편한 거 못 느낌수다.,,
neutral,"두 번째 입원햇을 때, 그 사람은 가끔씩 생기는 왼팔에 찌르는 듯한 아픔, 오른짝 눈 흐려지는 거, 그리고 집에서 넘어진 거를 호소햇수다.",환자는 협심증을 앓고 잇수다.,,
entailment,"검사 결과에서 볼 만한 거는 백혈구 수치가 16.8 K고, 왼쪽 이동이 92P 2B를 보엿수다. 그거 말고 생화학적 검사, 간 기능 검사, 심전도는 정상 범위 안에 잇수다.",환자한테 감염증 증거가 나타낫수다.,,
contradiction,"실험실 결과에서 볼 만헌 건 백혈구 수치가 16.8 K고, 왼쪽 이동이 92P 2B로 나왔수다. 그거 말고는 화학 검사, 간 기능 테스트, 심전도는 다 정상입주.",환자 심전도에서 ST 상승이 보였수다.,,
neutral,"실험실 결과에서 볼 만헌 건 백혈구 수치가 16.8 K고, 왼쪽 이동이 92P 2B를 보인다는 겁주. 그거 말고는 화학 검사, 간 기능 검사, 심전도는 다 정상입주.",환자는 간경변이 어수다.,,
entailment,"집에서 3L 산소 투여 중, PFTs [**2949**]는 제한적 패턴을 보이고, 폐 고혈압은 15로 나왔수다.",환자는 집에서 산소 맞으멍 폐고혈압이 있수다.,,
contradiction,"집에서 3L 산소 투여 중, PFTs [**2949**]에서 제한 패턴이 보였고, 폐 고혈압 15를 보였수다.",환자 폐는 정상입주.,,
neutral,"집에서 3L 산소 투여 중, PFTs [**2949**]에서 제한 패턴을 보이고, 폐고혈압 15를 보입주.",환자는 담배 피우는 사람입주.,,
entailment,입원허는 날 셔틀에서 [**Hospital6 1900**]으로 걸어가단 보난 또 가슴이 아파왔수다.,움직일 때 가슴이 아팠수다.,,
contradiction,입원허는 날 셔틀에서 [**Hospital6 1900**]으로 걸어가단 보난 또 가슴이 아파왔수다.,심장 증상 있었던 적이 어수다.,,
